Datetime,Text,TweetID,username,geo
2020-02-29 20:48:49+00:00,"Heya Zack, all is good. Been a while since we met in Singapore! Hope you’re well. I’ve just finished running a Capture One workshop in Malaysia, and wrapped up a corporate shoot for a client in Singapore. Otherwise, just waiting out the coronavirus epidemic at home :/",1233856673476833280,theartofmezame,
2020-02-29 15:47:56+00:00,Some in that country are already aware. | Coronavirus detection in Singapore 'gold standard' for case detection: Harvard study https://www.straitstimes.com/singapore/coronavirus-detection-in-singapore-gold-standard-for-case-detection-harvard-study?xtor=CS3-18&amp;utm_source=STiPhone&amp;utm_medium=share&amp;utm_term=2020-02-29%2023%3A02%3A32 Let’s hope those in power act accordingly.,1233780955472482308,_PhilipRoberts,
2020-02-29 13:56:30+00:00,I haven’t bought & read an actual newspoaper for some time so I did just now.....so.... -Corona Virus affecting world economy - Russia possibly Invading Syria - Corona Virus vaccine by end of the year earliest - Malaysia struggles to bring power stability vis-a-vis Umno/PAS,1233752909533171712,SirDankThe2nd,
2020-02-29 12:48:54+00:00,What countries have been affected by the Novel coronavirus? How many cases are there in China? Real-time updates on the number of cases worldwide. https://infographics.channelnewsasia.com/covid-19/map.html via @ChannelNewsAsia,1233735898119823361,solomusafir,
2020-02-29 12:27:09+00:00,102 corona virus so far. Wow🥵,1233730425077391360,mariel_agnas,
2020-02-29 12:07:38+00:00,"RMB 300 ( USD 40) to get a #COVID2019 test administered in china. The test is readily available. Compare that to the US, not only are tests unavailable, those who got tested need to foot a bill of USD 3k. Absolute madness! #coronavirus ",1233725514017210368,taro_taylor,
2020-02-29 11:07:07+00:00,"Singapore's response to the corona virus is incredible, but their approach is difficult to replicate in places like the US or even Pakistan, places where I grew up and visit often. If you're working on potential solutions, please connect! ",1233710284809756672,samikiz,
2020-02-29 09:07:52+00:00,"38% of Americans wouldn't buy Corona beer ""under any circumstances"" because of the coronavirus, according to a recent survey. Just to be abundantly clear: There is no link between the virus and the beer. 😖 ",1233680274392641539,danibogo,
2020-02-29 09:05:56+00:00,What I'd do to get away from the coronavirus ,1233679785311625217,arindam_dee,
2020-02-29 06:01:54+00:00,"😂 , that 38% .. American only knows English - the world knows!! Corona is a Latin word for crown and the virus looks like a crown when we observe them under microscope 🔬 #COVID2019 #covid19 #coronavirus ",1233633474566750209,solomusafir,
2020-02-29 05:57:11+00:00,Coronavirus 😂,1233632284302966784,fafuierice,
2020-02-29 05:54:13+00:00,#Singapore continue to raise the bar with steps like these in fight against #coronavirus #CoronaGoingGlobal,1233631541680410625,sunilnarwal,
2020-02-29 05:03:38+00:00,How the Climate Crisis Is Making the Spread of Infectious Diseases Like Coronavirus More Common https://www.democracynow.org/2020/2/27/climate_crisis_coronavirus_infections_disease_outbreaks via @democracynow,1233618808083906561,Ecolofty,
2020-02-29 04:46:06+00:00,Guy with massive risk factors in favor of falling to coronavirus tempts fate.,1233614398914088961,PatchouliW,
2020-02-29 03:41:04+00:00,But will it expose 8. Vulnerability to coronavirus infections?,1233598032681168896,PatchouliW,
2020-02-29 03:40:31+00:00,"Either coronavirus will kill us, or housebound fever will. We'll risk option one.",1233597892503298053,PatchouliW,
2020-02-29 03:27:50+00:00,#COVID19 #coronavirus #epidemiology #PedsICU,1233594700751261698,leejanhau,
2020-02-29 03:27:29+00:00,"Kalau masalah ini lebih tepat ke logika pikiran deh, bukan nyari info. Gak butuh jadi virologist untuk beropini: 72M for influencers? Hello... 72M bisa di fokus kan ke harga pengobatan, preventive corona virus etc",1233594614252109824,solomusafir,
2020-02-29 02:53:42+00:00,@GlobalResCities is committed to connecting cities with the #knowledge they need to confront #COVIDー19. Learn more: Global policymakers weigh options to slow coronavirus spread https://www.atlanticcouncil.org/blogs/new-atlanticist/global-policymakers-weigh-options-to-slow-coronavirus-spread/ via @AtlanticCouncil @pieropelizzaro @StanderDI @RockefellerFdn @ArshtRock,1233586110523011072,LaurenSorkin18,
2020-02-29 01:42:19+00:00,Well the whole wotld has been waiting to see how a real crisis would test @realDonaldTrump and I guess it's going as well as could be expected #coronavirus ,1233568148609093633,yehnomaybe,
