Datetime,Text,TweetID,username,geo
2020-03-31 18:45:55+00:00,"Not entirely. But with the additional time, I can plan out posts & dedicate more time to the blog. However, reading other works of other bloggers does undoubtedly help with #SocialDistancing &amp; staying home. #BlogHour",1245059769821302784,JKannanR,
2020-03-31 15:10:24+00:00,Aku tengah imagine bazaar ramadhan taman u bukak tapi kena social distancing. Orang beratur beli ayam golek silap2 dari pasaraya titah beratur sampai ke jj taman u ,1245005533263757314,ZulMZS,
2020-03-31 14:34:02+00:00,"Well given that social distancing is in order, we’d have to postpone our planned Housewarming Party. But fret not... here’s a series of photos of our new crib time give you guys a taste of what to expect when the… https://www.instagram.com/p/B-ZsqSonnd3/?igshid=1crz8fdn3a7dw",1244996378788536321,elsonyeo,
2020-03-31 13:42:07+00:00,"This is a call out to everyone that is following this feed! I'm writing and recording a Social Distancing mixtape with alxtalhinhas from home isolation in Johor Bahru, Malaysia and I need YOUR VOICE! . 👇🏽👇🏻👇🏿 Send… https://www.instagram.com/p/B-ZmuGrgTa-/?igshid=ms4rn6s335ls",1244983314110238721,masiaone,
2020-03-31 13:00:23+00:00,Logo Distancing @Tokyo2020 @Mastercard @LinkedIn @Starbucks #Coronavirus #Covid19 #SocialDistancing ,1244972812269285376,EricssenWen,
2020-03-31 12:55:58+00:00,I am SOCIAL DISTANCING within social distancing. Distanception!?,1244971700460163072,anushreetj,
2020-03-31 12:50:51+00:00,tbh i would make such a good social distancing ambassador,1244970412775096323,parinzoia,
2020-03-31 12:17:59+00:00,Still one of the best chicken rice stalls around in my opinion. Social distancing in Q and at the table... but worth the trip happy to support our local hawkers in this difficult times. @Margaret Drive Chicken Rice… https://www.instagram.com/p/B-ZdGK2n_83/?igshid=16ej4e71nzl8j,1244962139821035521,ctlalan,
2020-03-31 11:51:45+00:00,"Salah satu hikmah dari social distancing ini, menghidupkan sholat berjamaah dirumah bgi yg muslim, mungkin yg tadinya jarang bgt bisa sholat jamaah, skrg bisa bareng ayah ibu kakak adiknya mendirikan sholat berjamaah.. begitu hangat, tenteram, nikmat 💙 Alhamdulillah",1244955538204450816,retnolestaari,
2020-03-31 11:45:19+00:00,"Bantay sarado mga mall, social distancing is real! Kung may date, hindi exempted haha Buti nga sa inyo✌️😂",1244953921862291464,nhabzilicious01,
2020-03-31 10:12:05+00:00,Every pair of hands are on deck to ensure all details are attended to as we hope to welcome you to a fresh look of our space. Mark your calendar - 2 April. Just don’t come in crowds. Remember #socialdistancing 😉 @… https://www.instagram.com/p/B-ZOryWJFB7/?igshid=bjrs9o81606q,1244930457583505408,nyloncoffee,
2020-03-31 10:03:49+00:00,Stay home stay safe dear friends. #SocialDistancing #StayAtHome,1244928378685100032,johnbestmanwin,
2020-03-31 07:23:44+00:00,Social distancing wtf? ,1244888090822316037,KradoTheLion,
2020-03-31 06:02:27+00:00,"Ooo how many days has it been already? Gotta keep it under control man. Hopefully the lockdown works for the UK. SG is just practising social distancing, but have other laws imposed as well. We are free to move but we can still infect each other.",1244867634694422528,bintmohari,
2020-03-31 06:02:00+00:00,"Nature walk featuring; a woodpecker, squirrels, monkeys and a flying fox. #socialdistancing #hothothot🌞 #wildlife @Bukit Timah Nature Reserve https://www.instagram.com/p/B-YyEOChUqk/?igshid=4pzub3tlyhie",1244867521314017282,Wicked3659,
2020-03-31 04:52:21+00:00,Stay Healthy & Fight Covid-19 . Selalu menjaga kesehatan dan kebugaran tubuh dengan berjemur dan olahraga selama 10menit sebelum beraktifitas.. . #socialdistancing . #hotel #hotelbatam #batamhotel #batam #kepri… https://www.instagram.com/p/B-YqBPzl6X3/?igshid=1lkqv06v4q13m,1244849994223570946,davienna_hotel,
2020-03-31 04:51:11+00:00,Spontaneous social distancing and sunburning 🌞⛱🔥 @Lazarus Island https://www.instagram.com/p/B-YmE1bHAg8smONaF1ID5y7hY4vfXXcINeYT_E0/?igshid=akypj71k4paj,1244849699951165443,tan_jia_jia,
2020-03-31 04:01:33+00:00,//M6 Brakes maintains Social Distancing &amp; Self Isolation 🧐 ↔️ 😎 #StayAtHomeAndStaySafe #PropelAuto #FlattenTheCurve,1244837210244841472,propelauto,
2020-03-31 03:05:57+00:00,Do we practice #Social_Distancing in public transport - trains and buses? @LTAsg #Covid_19 #WuhanVirus,1244823218789072897,BluWelt,
2020-03-31 01:55:58+00:00,Becareful ok??? Social distancing,1244805605769932800,Fayyadhhh,
2020-03-31 00:41:00+00:00,Lockdown and social distancing is not the same. The latter is just one element of it. Lockdown means only going outside if highly necessary etc. But also there are several definitions. Confusing for ppl.,1244786741053018113,Diedhein,
2020-03-30 18:24:29+00:00,"Salute to the front liners! Actually last liners kasi sabi nga nila, they should be the last option. Kung maaagapan by social distancing, wag na nating paabutin pa sakanila. ",1244691986570829829,fafuierice,
2020-03-30 16:42:38+00:00,sOcIaL dIsTaNCiNg ,1244666354440912897,qeemross,
